First Level Heading,Second Level Heading,Third Level Heading,Definition (Simplified),Definition (Traditional HK)
人口学词典,章节 6 • 出生,627,避孕1 (contraception) 是指为了使性交2 (sexual intercourse或coitus)  不致造成受孕而采取的措施；这一词语也包括避孕性的绝育(631-1)。生育控制方法3 (birth control methods) ，比避孕方法3 (contraceptive methods) 的涵义更广些，它还包括人工流产(604-2)。禁欲4 (abstinence) ，特别是定期禁欲(628-4)常常包括在避孕方法或生育控制方法中。,章節 6 • 出生,避孕1 (contraception) 是指為了使性交2 (sexual intercourse或coitus)  不致造成受孕而採取的措施；這一詞語也包括避孕性的絕育(631-1)。生育控制方法3 (birth control methods) ，比避孕方法3 (contraceptive methods) 的涵義更廣些，它還包括人工流產(604-2)。禁慾4 (abstinence) ，特別是定期禁慾(628-4)常常包括在避孕方法或生育控制方法中。
人口学词典,章节 6 • 出生,628,"避孕方法常分为药具法1 (appliance methods) 和非药具法2 (non-appliance methods) 。一种主要的非药具避孕法是性交中断法3 (coitus interrupts 或 withdrawal) 。另一种非药具避孕法是定期禁欲4 (periodic abstinence) 或称节奏法4 (rhythm method) ，这种方法是在认为妇女可能受孕的期间避免性交，而只在而只在月经周期当中所谓的当中所谓的安全期5 (safe period) 内性交。基础体温法6 (basal body temperature method) 系指妇女保持观测自己的体温以确定安全期的方法。
备注：药具法不仅包括用来防止精子与卵子相结合的屏障法，而且包括使用其他避孕工具，如宫内避孕器(629-10)，以及其他避孕药，如口服避孕药(630-4)。 合乎自然的家庭计划方法一词曾被用来概括表示节奏法、基础体温法和其他设法确定妇女排卵周期阶段的技术。",章節 6 • 出生,"避孕方法常分為藥具法1 (appliance methods) 和非藥具法2 (non-appliance methods) 。一種主要的非藥具避孕法是性交中斷法3 (coitus interrupts 或 withdrawal) 。另一種非藥具避孕法是定期禁慾4 (periodic abstinence) 或稱節奏法4 (rhythm method) ，這種方法是在認為婦女可能受孕的期間避免性交，而只在而只在月經週期當中所謂的當中所謂的安全期5 (safe period) 內性交。基礎體温法6 (basal body temperature method) 係指婦女保持觀測自己的體温以確定安全期的方法。
備註：藥具法不僅包括用來防止精子與卵子相結合的屏障法，而且包括使用其他避孕工具，如宮內避孕器(629-10)，以及其他避孕藥，如口服避孕藥(630-4)。 合乎自然的家庭計劃方法一詞曾被用來概括表示節奏法、基礎體温法和其他設法確定婦女排卵週期階段的技術。"
人口学词典,章节 6 • 出生,629,最常单独使用或结合使用的防止精子同卵子相结合的屏障法有，男子用的避孕套1 (condom或sheath) 和妇女用的宫颈帽2 (cervical cap) 或称子宫帽2 (pessary) ，隔膜3 (diaphragm) ，阴道塞4 (tampon) 或海绵塞4 (sponge) ；妇女用的避孕胶冻5 (contraceptive jelly) ，栓剂6 (suppository) ，泡沫药片7 (foam tablets) 以及含或不含杀精子剂9 (spermicide) 的冲洗8 (douche) 。有各种类型的宫内避孕器10 (intra-uterine devices) （简写为 IUD），包括避孕环10 (loop) ，避孕圈10 (coil) ，T状铜环10 (copper T) 等等。,章節 6 • 出生,最常單獨使用或結合使用的防止精子同卵子相結合的屏障法有，男子用的避孕套1 (condom或sheath) 和婦女用的宮頸帽2 (cervical cap) 或稱子宮帽2 (pessary) ，隔膜3 (diaphragm) ，陰道塞4 (tampon) 或海綿塞4 (sponge) ；婦女用的避孕膠凍5 (contraceptive jelly) ，栓劑6 (suppository) ，泡沫藥片7 (foam tablets) 以及含或不含殺精子劑9 (spermicide) 的沖洗8 (douche) 。有各種類型的宮內避孕器10 (intra-uterine devices) （簡寫為 IUD），包括避孕環10 (loop) ，避孕圈10 (coil) ，T狀銅環10 (copper T) 等等。
人口学词典,章节 6 • 出生,630,口服避孕药1 (oral contraceptive) 是一种激素避孕2 (hormonal contraception) 或用甾类避孕3 (contraception by steroids) 的方法。通过定期服用避孕药4 (pill) 或注射或植入药剂来抑制排卵。,章節 6 • 出生,口服避孕藥1 (oral contraceptive) 是一種激素避孕2 (hormonal contraception) 或用甾類避孕3 (contraception by steroids) 的方法。通過定期服用避孕藥4 (pill) 或注射或植入藥劑來抑制排卵。
人口学词典,章节 6 • 出生,631,"绝育1 (sterilization) 的外科手术有：男性的输精管手术2 (vasectomy) 或闭塞手术3 (occlusion) ，包括结扎和切除输精管；女性的输卵管结扎4 (tubal ligation) 和输卵管切除5 (salpingectomy或tubectomy) ，包括阻塞输卵管。女性绝育还包括子宫摘除6 (hysterectomy) 或子宫切除。
备注：可以采用多种方式进入输卵管，如剖腹术，阴道切开术或腹腔镜检查。",章節 6 • 出生,"絕育1 (sterilization) 的外科手術有：男性的輸精管手術2 (vasectomy) 或閉塞手術3 (occlusion) ，包括結紮和切除輸精管；女性的輸卵管結紮4 (tubal ligation) 和輸卵管切除5 (salpingectomy或tubectomy) ，包括阻塞輸卵管。女性絕育還包括子宮摘除6 (hysterectomy) 或子宮切除。
備註：可以採用多種方式進入輸卵管，如剖腹術，陰道切開術或腹腔鏡檢查。"
人口学词典,章节 6 • 出生,632,"出生率1 (birth rate) 一词是指将某一时期内某一人口或部分人口中的活产数与该时期内这一人口或部分人口的人数之比所计算的比率。出生率通常用千分数表示，最常用的时期是一年。出生率一词在使用时若不加限定条件，可以理解为粗出生率2 (crude birth rate) ，即将全部活产数与整个人口相比。有时也把活产和临产死胎合起来计算总出生率3 (total birth rate) 。此外，还分别以合法出生数和非法出生数为分子，以已婚女性人口和未婚女性人口为分母计算合法出生率4 (legitimate birth rates) 和非法出生率5 (illegitimate birth rates) 。不过，更常用的则是非法出生比6 (illegitimacy ratio) ，即每千个出生人数中的非法出生人数。为了比较不同人口的生育率，常常使用标准化出生率7 (standardized birth rates) 以消除人口结构(最常见的是年龄结构和性别结构)的某些差异对出生率的影响。如果没有可靠的出生统计资料，则可使用儿童妇女比8 (child-woman ratio) 作为一个生育率指标，最常用的是计算平均每千个育龄妇女(15岁到49岁的妇女)相应的到4岁的儿童数。
备注：合法和非法出生率的分母有时是总人口。",章節 6 • 出生,"出生率1 (birth rate) 一詞是指將某一時期內某一人口或部分人口中的活產數與該時期內這一人口或部分人口的人數之比所計算的比率。出生率通常用千分數表示，最常用的時期是一年。出生率一詞在使用時若不加限定條件，可以理解為粗出生率2 (crude birth rate) ，即將全部活產數與整個人口相比。有時也把活產和臨產死胎合起來計算總出生率3 (total birth rate) 。此外，還分別以合法出生數和非法出生數為分子，以已婚女性人口和未婚女性人口為分母計算合法出生率4 (legitimate birth rates) 和非法出生率5 (illegitimate birth rates) 。不過，更常用的則是非法出生比6 (illegitimacy ratio) ，即每千個出生人數中的非法出生人數。為了比較不同人口的生育率，常常使用標準化出生率7 (standardized birth rates) 以消除人口結構(最常見的是年齡結構和性別結構)的某些差異對出生率的影響。如果沒有可靠的出生統計資料，則可使用兒童婦女比8 (child-woman ratio) 作為一個生育率指標，最常用的是計算平均每千個育齡婦女(15歲到49歲的婦女)相應的到4歲的兒童數。
備註：合法和非法出生率的分母有時是總人口。"
人口学词典,章节 6 • 出生,633,"当出生率中的分母限于同一性别的育龄(620-1)人群时，则常使用生育率1 (fertility rate) 一词。该分母通常是一定时期的年中人口，但也可以是这部分人群在该时期存活的人年数或平均人数。除了有其他说明外，这些率都是妇女生育率2 (female fertility rates) ，并且是按妇女组计算的，一定人数的妇女在一定时期内存活的年数称为妇女年数3 (woman year) 。有时也用类似方法计算男子生育率4 (male fertility rates) 。生育率通常以每千人中的出生数表示：这里的每个人是指相同性别、年龄、婚姻状况等的个人(参阅133-4*)。已婚生育率5 (marital fertility rates) 或合法生育率5 (legitimate fertility rates) 是合法出生(610-3)总数与现有已婚妇女数之比；非婚生育率6 (non-marital fertility rates) 或非法生育率6 (illegitimate fertility rates) 是非法出生(610-4)总数与未婚、丧偶和离婚的妇女数之比。全面生育率7 (overall fertility rates) 则不分出生的合法(610-1)与非法，也不分父母的婚姻状况。一般生育率8 (general fertility rates) 则是出生总数与全体育龄妇女之比，而不论其婚姻状况。按年龄组(通常为一岁一组或五岁一组)计算的率，叫作分年龄生育率9 (age-specific fertility rates) 或分年龄出生率9 (age-specific birth rates) 。
备注：在本段和以下各段的许多表述中，出生率系作为生育率的同义词使用。 已婚生育率或合法生育率：指已婚者(参阅635-1)的生育率。 非婚生育率或非法生育率：指未婚者的生育率。",章節 6 • 出生,"當出生率中的分母限於同一性別的育齡(620-1)人羣時，則常使用生育率1 (fertility rate) 一詞。該分母通常是一定時期的年中人口，但也可以是這部分人羣在該時期存活的人年數或平均人數。除了有其他説明外，這些率都是婦女生育率2 (female fertility rates) ，並且是按婦女組計算的，一定人數的婦女在一定時期內存活的年數稱為婦女年數3 (woman year) 。有時也用類似方法計算男子生育率4 (male fertility rates) 。生育率通常以每千人中的出生數表示：這裏的每個人是指相同性別、年齡、婚姻狀況等的個人(參閲133-4*)。已婚生育率5 (marital fertility rates) 或合法生育率5 (legitimate fertility rates) 是合法出生(610-3)總數與現有已婚婦女數之比；非婚生育率6 (non-marital fertility rates) 或非法生育率6 (illegitimate fertility rates) 是非法出生(610-4)總數與未婚、喪偶和離婚的婦女數之比。全面生育率7 (overall fertility rates) 則不分出生的合法(610-1)與非法，也不分父母的婚姻狀況。一般生育率8 (general fertility rates) 則是出生總數與全體育齡婦女之比，而不論其婚姻狀況。按年齡組(通常為一歲一組或五歲一組)計算的率，叫作分年齡生育率9 (age-specific fertility rates) 或分年齡出生率9 (age-specific birth rates) 。
備註：在本段和以下各段的許多表述中，出生率系作為生育率的同義詞使用。 已婚生育率或合法生育率：指已婚者(參閲635-1)的生育率。 非婚生育率或非法生育率：指未婚者的生育率。"
人口学词典,章节 6 • 出生,634,分孩次生育率1 (order-specific fertility rates) 是某一顺序的出生数与某一妇女人数、某一结婚数或与前一次出生数之比。分胎次生育率2 (parity-specific fertility rates) 或分胎次出生率2 (parity-specific birth rates) 不仅分子限于是某一顺序的出生数，而且分母限于是有此生育胎次(611-6)的机会(134-2)的妇女人数，例如，第二胎生育数，与生育过一胎的妇女人数之比。这样的率通常是分年龄或分已婚年数的。在分胎次出生概率3 (parity-specific birth probabilities) 中，分子是在一段时期内x+1胎出生数，分母则是在同一时期开始时x胎次的妇女数。,章節 6 • 出生,分孩次生育率1 (order-specific fertility rates) 是某一順序的出生數與某一婦女人數、某一結婚數或與前一次出生數之比。分胎次生育率2 (parity-specific fertility rates) 或分胎次出生率2 (parity-specific birth rates) 不僅分子限於是某一順序的出生數，而且分母限於是有此生育胎次(611-6)的機會(134-2)的婦女人數，例如，第二胎生育數，與生育過一胎的婦女人數之比。這樣的率通常是分年齡或分已婚年數的。在分胎次出生概率3 (parity-specific birth probabilities) 中，分子是在一段時期內x+1胎出生數，分母則是在同一時期開始時x胎次的婦女數。
人口学词典,章节 6 • 出生,635,当研究已婚生育率1 (marital fertility) 时，可以把数据按母亲结婚同批人（或结婚队列）(116-2)排列，而且人们更多地计算分已婚年数生育率2 (marriage duration-specific fertility rates) ，而很少计算分年龄已婚生育率3 (age-specific marital fertility rates) 。,章節 6 • 出生,當研究已婚生育率1 (marital fertility) 時，可以把數據按母親結婚同批人（或結婚隊列）(116-2)排列，而且人們更多地計算分已婚年數生育率2 (marriage duration-specific fertility rates) ，而很少計算分年齡已婚生育率3 (age-specific marital fertility rates) 。
人口学词典,章节 6 • 出生,636,"同批人生育率或队列生育率1 (cohort fertility) 一词是用来说明某一出生同批人或者结婚同批人(116-2)的生育行为。当我们把同一批人从开始有生育可能时起到以后某一时刻截止的分年龄生育率或分已婚年数生育率加总起来时，便称之为累积生育率2 (cumulative fertility) ：截止到女性某一年的生日或结婚纪念日(501-4)的是累积分年龄生育率3 (cumulative age-specific fertility) 或累积分已婚年数生育率3 (cumulative duration-specific marital fertility) 。完全生育率 4 (completed fertility) 或终身生育率4 (lifetime fertility) 则是指同一批人中的所有成员到达育龄期末时的累积生育率。将同一批人的分年龄生育乘以各年龄尚存概率，其乘积相加之和可称为该同批人的累积净生育率5 (cumulative net fertility) 、累积净分年龄生育率6 (net cumulative age-specific fertility) 或累积净分已婚年数生育率6 (net cumulative duration-specific marital fertility) 和净完全生育率 7 (completed fertility) 或净终身生育率7 (lifetime fertility) 。
备注：在育龄期结束前，则使用不完全生育率或截至目前的生育率以表示该同批人的累积生育率还可能增加。",章節 6 • 出生,"同批人生育率或隊列生育率1 (cohort fertility) 一詞是用來説明某一出生同批人或者結婚同批人(116-2)的生育行為。當我們把同一批人從開始有生育可能時起到以後某一時刻截止的分年齡生育率或分已婚年數生育率加總起來時，便稱之為累積生育率2 (cumulative fertility) ：截止到女性某一年的生日或結婚紀念日(501-4)的是累積分年齡生育率3 (cumulative age-specific fertility) 或累積分已婚年數生育率3 (cumulative duration-specific marital fertility) 。完全生育率 4 (completed fertility) 或終身生育率4 (lifetime fertility) 則是指同一批人中的所有成員到達育齡期末時的累積生育率。將同一批人的分年齡生育乘以各年齡尚存概率，其乘積相加之和可稱為該同批人的累積淨生育率5 (cumulative net fertility) 、累積淨分年齡生育率6 (net cumulative age-specific fertility) 或累積淨分已婚年數生育率6 (net cumulative duration-specific marital fertility) 和淨完全生育率 7 (completed fertility) 或淨終身生育率7 (lifetime fertility) 。
備註：在育齡期結束前，則使用不完全生育率或截至目前的生育率以表示該同批人的累積生育率還可能增加。"
人口学词典,章节 6 • 出生,637,若问卷中涉及被调查妇女或夫妇在本次婚姻1 (current marriage) 或整个生育过程中所生子女数，普查和调查便可提供有关生育率的信息。这样可以计算妇女平均曾生育子女数2 (mean number of children ever born per woman) 或平均胎次2 (average parity) 。每对夫妇所有的子女个数有时也称为平均家庭规模3 (average family size) 。还可以计算每起婚姻的平均出生数4 (mean number of births per marriage) 。特别要关注已完成生育的婚姻5 (marriage of completed ferility) ，也就是指在婚姻解体前妻子已结束育龄期的那种婚姻。最终胎次6 (final parity) 或终身胎次6 (completed parity) ，即每个妇女过了育龄后的平均子女数，与完全生育率(636-4)无太大差别。把最终胎次或终身生育率按子女数排列，所得到的交叉表可用来计算一系列胎次递进比7 (parity progression ratios) ；这些分数的分母为生育过n个子女的妇女数，分子为生育过n+1个子女的妇女数。通过专门研究可以提供家庭构成8 (family formation) 和家庭生命周期8 (family life cycle) 的信息。其中，婚前受孕频率9 (frequency of premarital conceptions) 、生育间隔(612-1)和生育最后一个子女时的年龄10 (age at the birth of the last child) 对于已结束生育的妇女特别有意义。,章節 6 • 出生,若問卷中涉及被調查婦女或夫婦在本次婚姻1 (current marriage) 或整個生育過程中所生子女數，普查和調查便可提供有關生育率的信息。這樣可以計算婦女平均曾生育子女數2 (mean number of children ever born per woman) 或平均胎次2 (average parity) 。每對夫婦所有的子女個數有時也稱為平均家庭規模3 (average family size) 。還可以計算每起婚姻的平均出生數4 (mean number of births per marriage) 。特別要關注已完成生育的婚姻5 (marriage of completed ferility) ，也就是指在婚姻解體前妻子已結束育齡期的那種婚姻。最終胎次6 (final parity) 或終身胎次6 (completed parity) ，即每個婦女過了育齡後的平均子女數，與完全生育率(636-4)無太大差別。把最終胎次或終身生育率按子女數排列，所得到的交叉表可用來計算一系列胎次遞進比7 (parity progression ratios) ；這些分數的分母為生育過n個子女的婦女數，分子為生育過n+1個子女的婦女數。通過專門研究可以提供家庭構成8 (family formation) 和家庭生命週期8 (family life cycle) 的信息。其中，婚前受孕頻率9 (frequency of premarital conceptions) 、生育間隔(612-1)和生育最後一個子女時的年齡10 (age at the birth of the last child) 對於已結束生育的婦女特別有意義。
人口学词典,章节 6 • 出生,638,"生育史1 (fertility histories或reproductive histories) 是各个妇女在其育龄一生中的重要事件，如结婚、怀孕、生育、婴儿死亡等等，及其发生的日期。生育史常常通过回顾调查取得。在历史人口学(102-1)中还使用家庭登记表1 (family forms) ，它是在生命记录(211-3)的基础上，通过家庭重组2 (family reconstitution) ，针对已婚夫妇及其子女编制的。妇女的怀孕史3 (pregnancy history) )或怀孕记录3 (pregnancy record) 详细记载了她的怀孕信息，包括每次怀孕的开始和终止日期，怀孕的结果。有关生育时间分布的这种详细记录曾用于多种目的。例如，它们可以提供关于自然生育率4 (natural fertility) 的资料，即不实行家庭限制(624-4)的情况下的生育率信息。它们还用来估算生育能力5 (fecundability) 即每次月经周期(622-2)的受孕概率。要区分不实行避孕时的自然生育能力6 (natural fecundability) 和避孕条件下的残余生育能力7 (residual fecundability) 。有效生育能力8 (effective fecundability) 一词指按其结果为活产的那些受孕计算的生育能力。有可能受孕(613-1)期间的受孕率9 (conception rate) 经常用佩尔指数10 (Pearl index) 来估计，是用来衡量避孕期间避孕效果的。
备注：出生史通常限于活产。 生育力一词当单独使用时系指自然生育能力。",章節 6 • 出生,"生育史1 (fertility histories或reproductive histories) 是各個婦女在其育齡一生中的重要事件，如結婚、懷孕、生育、嬰兒死亡等等，及其發生的日期。生育史常常通過回顧調查取得。在歷史人口學(102-1)中還使用家庭登記表1 (family forms) ，它是在生命記錄(211-3)的基礎上，通過家庭重組2 (family reconstitution) ，針對已婚夫婦及其子女編制的。婦女的懷孕史3 (pregnancy history) )或懷孕記錄3 (pregnancy record) 詳細記載了她的懷孕信息，包括每次懷孕的開始和終止日期，懷孕的結果。有關生育時間分佈的這種詳細記錄曾用於多種目的。例如，它們可以提供關於自然生育率4 (natural fertility) 的資料，即不實行家庭限制(624-4)的情況下的生育率信息。它們還用來估算生育能力5 (fecundability) 即每次月經週期(622-2)的受孕概率。要區分不實行避孕時的自然生育能力6 (natural fecundability) 和避孕條件下的殘餘生育能力7 (residual fecundability) 。有效生育能力8 (effective fecundability) 一詞指按其結果為活產的那些受孕計算的生育能力。有可能受孕(613-1)期間的受孕率9 (conception rate) 經常用佩爾指數10 (Pearl index) 來估計，是用來衡量避孕期間避孕效果的。
備註：出生史通常限於活產。 生育力一詞當單獨使用時係指自然生育能力。"
人口学词典,章节 6 • 出生,639,"某一年或某一个时期的时期生育率1 (period fertility) 的总和指标就是总和生育率4 (total fertility rate 或 total fertility) ，它是把构成生育表2 (fertility schedule) 的一系列分年龄生育率加总，反映生育水平的一个生育率综合指标3 (synthetic measure of fertility) 。还可以计算其他的总和时期生育率指标，如总和合法生育率5 (total legitimate fertility rate) (将分已婚年数的生育率相加总)，分孩次总和生育率6 (order-specific total fertility rate) (将每一孩次出生的分年龄生育率相加总)。出生结婚比7 (ratio of births to marriages) 系将某一年的出生人数与该年的结婚数相比，或者与当年和前一年结婚数的加权平均数相比来计算。
备注：也称生育分布或生育函数。 这不是(133-4)中所讲的那个涵义上的率。某一年的总和生育率反映每千个妇女在没有死亡的情况下，按该年的分年龄生育率度过一生的生育过程，她们一生将生育的子女数。用总和生育率与出生女孩比重相乘所得的时期粗再生产率(参阅711-4)过去常常使用，但目前人们更喜欢用总和生育率来作为综合性的时期生育率指标。 或称总和已婚生育率。该术语也用来表示20岁以上分年龄已婚生育率的总和。",章節 6 • 出生,"某一年或某一個時期的時期生育率1 (period fertility) 的總和指標就是總和生育率4 (total fertility rate 或 total fertility) ，它是把構成生育表2 (fertility schedule) 的一系列分年齡生育率加總，反映生育水平的一個生育率綜合指標3 (synthetic measure of fertility) 。還可以計算其他的總和時期生育率指標，如總和合法生育率5 (total legitimate fertility rate) (將分已婚年數的生育率相加總)，分孩次總和生育率6 (order-specific total fertility rate) (將每一孩次出生的分年齡生育率相加總)。出生結婚比7 (ratio of births to marriages) 系將某一年的出生人數與該年的結婚數相比，或者與當年和前一年結婚數的加權平均數相比來計算。
備註：也稱生育分佈或生育函數。 這不是(133-4)中所講的那個涵義上的率。某一年的總和生育率反映每千個婦女在沒有死亡的情況下，按該年的分年齡生育率度過一生的生育過程，她們一生將生育的子女數。用總和生育率與出生女孩比重相乘所得的時期粗再生產率(參閲711-4)過去常常使用，但目前人們更喜歡用總和生育率來作為綜合性的時期生育率指標。 或稱總和已婚生育率。該術語也用來表示20歲以上分年齡已婚生育率的總和。"
人口学词典,章节 6 • 出生,640,在人工流产(604-2)已合法化的地方，可以得到合法流产(604-4)统计数字。流产率1 (abortion rate) 是某一时期(通常为一年)人口中流产频度的测量。计算时，可将流产数与总人口数相比或者与育龄妇女数相比；并可分年龄、分胎次或按其他特征分类计算。流产比2 (abortion ratio) 是将同一时期的流产数与活产数(601-4)相比。终身流产率3 (lifetime abortion rate) 是将分年龄流产率4 (age-specific abortion rates) 相加总，它是平均每个妇女或每千个妇女的一个综合流产指标。这些比率是每个年龄报告的流产数与所有同龄妇女的生存年数的比率。 如果可以根据妇女的婚姻状况对妇女进行分类，则可以获得分年龄和分婚姻状况的流产率5 (abortion rates by age and marital status) 。通常还可以将流产次数除以受孕次数得到分年龄和分婚姻状况的怀孕流产概率6 (probability that a pregnancy results in an abortion by age and marital status) 。,章節 6 • 出生,在人工流產(604-2)已合法化的地方，可以得到合法流產(604-4)統計數字。流產率1 (abortion rate) 是某一時期(通常為一年)人口中流產頻度的測量。計算時，可將流產數與總人口數相比或者與育齡婦女數相比；並可分年齡、分胎次或按其他特徵分類計算。流產比2 (abortion ratio) 是將同一時期的流產數與活產數(601-4)相比。終身流產率3 (lifetime abortion rate) 是將分年齡流產率4 (age-specific abortion rates) 相加總，它是平均每個婦女或每千個婦女的一個綜合流產指標。這些比率是每個年齡報告的流產數與所有同齡婦女的生存年數的比率。 如果可以根據婦女的婚姻狀況對婦女進行分類，則可以獲得分年齡和分婚姻狀況的流產率5 (abortion rates by age and marital status) 。通常還可以將流產次數除以受孕次數得到分年齡和分婚姻狀況的懷孕流產概率6 (probability that a pregnancy results in an abortion by age and marital status) 。
人口学词典,章节 7 • 人口增长和更替,701,生育、死亡和迁移的相互作用，使人们考虑人口增长1 (population growth) 。零人口增长10 (zero population growth) 是指规模不变的人口。把人口减少2 (population decline) 看作负增长3 (negative growth) 更为方便。人口可以区分为封闭人口4 (closed population) 和开放人口5 (open population) ；封闭人口既没有迁入人口，也没有迁出人口，其人口增长完全取决于出生人数和死亡人数之差。开放人口则可能有迁移。开放人口的增长，包括迁移差额6 (balance of migration) 或净迁移6 (net migration) 和自然增长7 (natural increase) 。自然增长是出生人数超过死亡人数部分8 (excess of births over deaths) 或出生人数和死亡人数的差额9 (deficit of births over deaths) ，有时称之为出生人数和死亡人数之差8 (balance of births and deaths) 。这些变量的任何变化都会影响人口的整体增长和结构，称为增长效应11 (growth effects) 和结构效应12 (structural effects) 。,章節 7 • 人口增長和更替,生育、死亡和遷移的相互作用，使人們考慮人口增長1 (population growth) 。零人口增長10 (zero population growth) 是指規模不變的人口。把人口減少2 (population decline) 看作負增長3 (negative growth) 更為方便。人口可以區分為封閉人口4 (closed population) 和開放人口5 (open population) ；封閉人口既沒有遷入人口，也沒有遷出人口，其人口增長完全取決於出生人數和死亡人數之差。開放人口則可能有遷移。開放人口的增長，包括遷移差額6 (balance of migration) 或淨遷移6 (net migration) 和自然增長7 (natural increase) 。自然增長是出生人數超過死亡人數部分8 (excess of births over deaths) 或出生人數和死亡人數的差額9 (deficit of births over deaths) ，有時稱之為出生人數和死亡人數之差8 (balance of births and deaths) 。這些變量的任何變化都會影響人口的整體增長和結構，稱為增長效應11 (growth effects) 和結構效應12 (structural effects) 。
人口学词典,章节 7 • 人口增长和更替,702,"某一时期人口增长总数与该时期平均人口数之比，叫作增长率1 (growth rate) 。有时，增长率也用期初人口数作分母计算，而不用平均人口数。在研究一个日历年以上时期的人口增长时，可以计算平均年增长率2 (mean annual rate of growth) 。在计算平均年增长率时，有时要假设在该时期内人口为指数增长3 (exponential growth) ，在这里把时间当作连续变量。指数人口4 (exponential population) 的规模将作为时间的指数增长函数。指数增长率5 (exponential growth rate) 等于瞬间增长率5 (instantaneous rate of growth) 。一个时期的自然增长(701-7)人数与平均人口之比，叫作粗自然增长率6 (crude rate of natural increase) ，它等于粗出生率和粗死亡率之差。一个时期的出生人数与死亡人数之比，叫作生命指数7 (vital index) ；这一指标已不常使用。
备注：当把时间作为离散变量时，则是几何增长。 这种人口有时也称为马尔萨斯人口，但从其社会学内涵(参阅906-1)来考虑，这个词是不确切的。",章節 7 • 人口增長和更替,"某一時期人口增長總數與該時期平均人口數之比，叫作增長率1 (growth rate) 。有時，增長率也用期初人口數作分母計算，而不用平均人口數。在研究一個日曆年以上時期的人口增長時，可以計算平均年增長率2 (mean annual rate of growth) 。在計算平均年增長率時，有時要假設在該時期內人口為指數增長3 (exponential growth) ，在這裏把時間當作連續變量。指數人口4 (exponential population) 的規模將作為時間的指數增長函數。指數增長率5 (exponential growth rate) 等於瞬間增長率5 (instantaneous rate of growth) 。一個時期的自然增長(701-7)人數與平均人口之比，叫作粗自然增長率6 (crude rate of natural increase) ，它等於粗出生率和粗死亡率之差。一個時期的出生人數與死亡人數之比，叫作生命指數7 (vital index) ；這一指標已不常使用。
備註：當把時間作為離散變量時，則是幾何增長。 這種人口有時也稱為馬爾薩斯人口，但從其社會學內涵(參閲906-1)來考慮，這個詞是不確切的。"
